,global_unique_identifier,last_edited_date,taxonomic_order,category,common_name,scientific_name,subspecies_common_name,subspecies_scientific_name,observation_count,breeding_bird_atlas_code,breeding_bird_atlas_category,age_sex,country,country_code,state,state_code,county,county_code,iba_code,bcr_code,usfws_code,atlas_block,locality,locality_id,locality_type,latitude,longitude,observation_date,time_observations_started,observer_id,sampling_event_identifier,protocol_type,protocol_code,project_code,duration_minutes,effort_distance_km,effort_area_ha,number_observers,all_species_reported,group_identifier,has_media,approved,reviewed,reason,trip_comments,species_comments,v47,pelagic,legit,duplicate
49,URN:CornellLabOfOrnithology:EBIRD:OBS511951195,13:51.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,2,,,,Canada,CA,British Columbia,CA-BC,Skeena-Queen Charlotte,CA-BC-SQ,,NA,,,Deep ocean,L5988163,P,51.467443,-136.3256121,2017-05-10,10:00:00,obsr230389,S37653434,Incidental,P20,EBIRD,NA,NA,NA,3,0,,0,1,0,,Cruise,,NA,TRUE,0,
482,URN:CornellLabOfOrnithology:EBIRD:OBS505199393,03:35.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,2,,,,United States,US,California,US-CA,San Mateo,US-CA-081,,NA,,,Offshore CA,L5893299,P,36.7783333,-122.9666667,2017-05-11,9:00:00,obsr193047,S37186556,Traveling,P22,EBIRD,60,35.727,NA,1,1,,0,1,0,,Princess cruise,Continuing birds flying with and landing on the ship,NA,TRUE,1,
532,URN:CornellLabOfOrnithology:EBIRD:OBS510101428,47:38.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,1,,,,United States,US,California,US-CA,Orange,US-CA-059,US-CA_4685,NA,,,Lausen Sea Mount,L5803436,H,33.3974106,-118.0006099,2017-06-10,8:30:00,obsr158843,S37519586,Traveling,P22,EBIRD,60,14.806,NA,46,1,G2485530,1,1,0,,"San Bernardino Valley Audubon pelagic trip out of Dana Point aboard the Ocean Institute's R/V Sea Explorer, with Mike Bursk as Captain and Tom Benson, Jon Feenstra, Matt Grube, Robert McNab, and Brad Singer as leaders. From Dana Point Harbor, we traveled west to Lausen Sea Mount, north-northwest to Platforms Eureka, Ellen, and Edith, east and south to San Gabriel Canyon, east toward Laguna Beach, and finally southeast along the 100-fathom curve back to Dana Point Harbor, with minor variations in course for birds and ocean conditions. Weather was mostly cloudy but becoming partly cloudy midday, with light to moderate winds, and temperatures in the 60s (F). This checklist covers the area from the halfway point between Dana Point and Lausen Sea Mount to the sea mount. ----<a href=""https://www.flickr.com/photos/40928097@N07/34484869073/in/dateposted-public/"" title=""Pelagic trip track - 10 Jun 2017""><img src=""https://c1.staticflickr.com/5/4278/34484869073_e106e2f848_z.jpg"" alt=""Pelagic trip track - 10 Jun 2017"" /></a>",A bird landed on the boat just as we were approaching Lausen Sea Mount.,NA,TRUE,1,
521,URN:CornellLabOfOrnithology:EBIRD:OBS515368985,55:25.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,1,,,,United States,US,Washington,US-WA,Clallam,US-WA-009,US-WA_3348,NA,,,Close to 12-Mile Bank,L6039993,P,48.0853899,-124.9926353,2017-06-30,7:00:00,obsr341334,S37903332,Incidental,P20,EBIRD,NA,NA,NA,3,0,,0,1,0,,Birds observed 12 miles off Cape Alava in area known as 12 mile bank.  It is on the edge of Juan de Fuca Canyon.  Birds observed from the vessel Windsong.  Birds observed while doing an experiment on halibut hooks.,,NA,TRUE,1,
517,URN:CornellLabOfOrnithology:EBIRD:OBS533062317,04:22.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,1,,,,United States,US,Oregon,US-OR,Curry,US-OR-015,,NA,,,offshore s. Oregon,L6271872,P,42.309,-126.004,2017-09-06,11:00:00,obsr50093,S39198111,Traveling,P22,EBIRD,21,6.437,NA,1,1,,1,1,0,,On Cruise Ship,Flew onto ship well out to sea,NA,TRUE,1,
874,URN:CornellLabOfOrnithology:EBIRD:OBS606885405,21:11.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,4,,,,United States,US,Washington,US-WA,Grays Harbor,US-WA-027,,NA,,,"North Pacific Ocean (47.0459,-125.2867)",L7289958,P,47.045864,-125.286742,2018-04-26,15:27:00,obsr19105,S44986573,eBird Pelagic Protocol,P60,EBIRD,15,9.302,NA,10,1,G3134681,0,1,0,,,,NA,TRUE,1,
848,URN:CornellLabOfOrnithology:EBIRD:OBS617179268,28:39.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,1,,,,United States,US,California,US-CA,San Francisco,US-CA-075,,NA,,,Offshore California Hour 7 of 15,L7402306,P,37.395,-123.54,2018-04-28,11:15:00,obsr131591,S45636443,eBird Pelagic Protocol,P60,EBIRD,60,39.429,NA,13,1,G3205054,0,1,0,,"Day one of a 12-day Los Angeles â€_Alaska round trip pelagic birding cruise on the Emerald Princess. Paul Lehman and Bruce Rideout observers, along with Paulâ€™s Wings tour group of 11 birders (the number of tour group participants on deck varied throughout the observation periods). Partly cloudy, wind NW 10 â€_15 kts, swell WNW 4 â€_6 ft.",,NA,TRUE,1,
868,URN:CornellLabOfOrnithology:EBIRD:OBS613721194,42:29.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,3,,,,United States,US,Oregon,US-OR,Curry,US-OR-015,,NA,,,Cruise Ship 05032018 #2 Curry OR,L7369783,P,41.9856389,-125.6564722,2018-05-03,7:55:00,obsr230086,S45439325,eBird Pelagic Protocol,P60,EBIRD,60,35.406,NA,2,1,G3176079,0,1,0,,"Birding with David Sonneborn; second transect of day.  Observations from deck 3 forward, port side.  Conditions high clouds, light breeze/ Beaufort 2, seas calm.  Vessel Nieuw Amsterdam, speed 19 kn.",Later 8 total noted on upper deck.,NA,TRUE,1,
4,URN:CornellLabOfOrnithology:EBIRD:OBS614381026,40:23.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,1,,,,Canada,CA,British Columbia,CA-BC,Central Coast,CA-BC-CC,,NA,,,HAL Cruise Noordam (approx. loc.),L7471479,P,51.4236471,-128.298254,2018-05-07,7:49:00,obsr8984,S45477271,Traveling,P22,EBIRD,5,2.414,NA,1,1,,0,1,0,,Birding from back of deck 9.,,NA,TRUE,1,
6,URN:CornellLabOfOrnithology:EBIRD:OBS623479377,39:56.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,1,,,,Canada,CA,British Columbia,CA-BC,Capital,CA-BC-CP,,NA,,,"Victoria-Port Angeles, Canadian side",L344563,H,48.32964,-123.38499,2018-05-20,,obsr636717,S46012960,Incidental,P20,EBIRD,NA,NA,NA,NA,0,,1,1,0,,,,NA,TRUE,1,
506,URN:CornellLabOfOrnithology:EBIRD:OBS543055114,32:24.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,1,,,,United States,US,California,US-CA,Ventura,US-CA-111,US-CA_4697,NA,,,Santa Barbara Channel--east channel (VEN Co.),L605526,H,34.1544317,-119.3767548,2000-04-19,,obsr58975,S40029463,Historical,P62,EBIRD,NA,NA,NA,1,1,,0,1,0,,Boat trip from Ventura Harbour to Santa Cruz Island. Some birds scanned and tallied along the shoreline.,,NA,TRUE,0,
505,URN:CornellLabOfOrnithology:EBIRD:OBS543056427,39:26.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,2,,,,United States,US,California,US-CA,Ventura,US-CA-111,US-CA_4697,NA,,,Santa Barbara Channel--east channel (VEN Co.),L605526,H,34.1544317,-119.3767548,2000-04-21,,obsr58975,S40029559,Historical,P62,EBIRD,NA,NA,NA,1,1,,0,1,0,,Boat trip from Ventura to Anacapa Island. Some birds seen along the shore.,,NA,TRUE,0,
507,URN:CornellLabOfOrnithology:EBIRD:OBS57315716,38:40.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,2,,,,United States,US,California,US-CA,Ventura,US-CA-111,US-CA_4697,NA,,,Pacific Ocean - Ventura County,L581990,P,34.128858,-119.4378662,2005-05-07,8:00:00,obsr158843,S4151439,Traveling,P22,EBIRD,570,80.465,NA,30,1,,0,1,0,,Los Angeles Audubon Society pelagic trip: Oxnard Harbor to Santa Barbara Island,,NA,TRUE,0,
55,URN:CornellLabOfOrnithology:EBIRD:OBS206201399,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,1,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2006-04-26,6:30:00,obsr160903,S14814246,Area,P23,EBIRD,780,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
56,URN:CornellLabOfOrnithology:EBIRD:OBS206201475,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,1,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2006-04-29,6:30:00,obsr160903,S14814249,Area,P23,EBIRD,780,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
59,URN:CornellLabOfOrnithology:EBIRD:OBS206201565,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,1,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2006-05-03,6:00:00,obsr160903,S14814253,Area,P23,EBIRD,840,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
60,URN:CornellLabOfOrnithology:EBIRD:OBS206201585,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,1,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2006-05-04,6:00:00,obsr160903,S14814254,Area,P23,EBIRD,840,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
61,URN:CornellLabOfOrnithology:EBIRD:OBS206194385,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,1,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2006-05-10,6:00:00,obsr160903,S14813943,Area,P23,EBIRD,840,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
57,URN:CornellLabOfOrnithology:EBIRD:OBS206194424,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,1,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2006-05-30,6:00:00,obsr160903,S14813951,Area,P23,EBIRD,840,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
58,URN:CornellLabOfOrnithology:EBIRD:OBS206194425,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,1,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2006-05-31,6:00:00,obsr160903,S14813952,Area,P23,EBIRD,840,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
62,URN:CornellLabOfOrnithology:EBIRD:OBS206194426,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,1,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2006-06-01,6:00:00,obsr160903,S14813953,Area,P23,EBIRD,840,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
63,URN:CornellLabOfOrnithology:EBIRD:OBS57683410,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,2,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2007-04-29,8:00:00,obsr160903,S4180124,Area,P23,EBIRD,660,NA,24.0019,5,1,,0,1,1,,,,NA,TRUE,0,
64,URN:CornellLabOfOrnithology:EBIRD:OBS57683417,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,1,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2007-04-30,8:00:00,obsr160903,S4180125,Area,P23,EBIRD,660,NA,24.0019,5,1,,0,1,1,,,,NA,TRUE,0,
70,URN:CornellLabOfOrnithology:EBIRD:OBS57683489,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,1,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2007-05-08,8:00:00,obsr160903,S4180133,Area,P23,EBIRD,660,NA,24.0019,5,1,,0,1,1,,,,NA,TRUE,0,
69,URN:CornellLabOfOrnithology:EBIRD:OBS57683514,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,1,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2007-05-09,8:00:00,obsr160903,S4180134,Area,P23,EBIRD,660,NA,24.0019,5,1,,0,1,1,,,,NA,TRUE,0,
66,URN:CornellLabOfOrnithology:EBIRD:OBS57684173,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,1,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2007-05-19,8:00:00,obsr160903,S4180176,Area,P23,EBIRD,660,NA,24.0019,5,1,,0,1,1,,,,NA,TRUE,0,
67,URN:CornellLabOfOrnithology:EBIRD:OBS57684228,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,1,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2007-05-27,8:00:00,obsr160903,S4180184,Area,P23,EBIRD,660,NA,24.0019,5,1,,0,1,1,,,,NA,TRUE,0,
65,URN:CornellLabOfOrnithology:EBIRD:OBS57684249,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,1,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2007-05-30,8:00:00,obsr160903,S4180187,Area,P23,EBIRD,660,NA,24.0019,5,1,,0,1,1,,,,NA,TRUE,0,
68,URN:CornellLabOfOrnithology:EBIRD:OBS57684274,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,1,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2007-05-31,8:00:00,obsr160903,S4180188,Area,P23,EBIRD,660,NA,24.0019,5,1,,0,1,1,,,,NA,TRUE,0,
72,URN:CornellLabOfOrnithology:EBIRD:OBS57684302,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,1,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2007-06-01,8:00:00,obsr160903,S4180189,Area,P23,EBIRD,660,NA,24.0019,5,1,,0,1,1,,,,NA,TRUE,0,
73,URN:CornellLabOfOrnithology:EBIRD:OBS57684330,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,1,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2007-06-02,8:00:00,obsr160903,S4180190,Area,P23,EBIRD,660,NA,24.0019,5,1,,0,1,1,,,,NA,TRUE,0,
75,URN:CornellLabOfOrnithology:EBIRD:OBS57684353,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,1,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2007-06-03,8:00:00,obsr160903,S4180191,Area,P23,EBIRD,660,NA,24.0019,5,1,,0,1,1,,,,NA,TRUE,0,
74,URN:CornellLabOfOrnithology:EBIRD:OBS57684375,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,1,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2007-06-04,8:00:00,obsr160903,S4180192,Area,P23,EBIRD,660,NA,24.0019,5,1,,0,1,1,,,,NA,TRUE,0,
71,URN:CornellLabOfOrnithology:EBIRD:OBS57684389,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,1,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2007-06-05,8:00:00,obsr160903,S4180193,Area,P23,EBIRD,660,NA,24.0019,5,1,,0,1,1,,,,NA,TRUE,0,
511,URN:CornellLabOfOrnithology:EBIRD:OBS598012648,19:06.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,1,,,,United States,US,Oregon,US-OR,Coos,US-OR-011,,NA,,,Coos Bay pelagic trip (all locations combined),L3144242,H,43.3772714,-124.5117245,2007-08-26,,obsr650929,S37300426,Historical,P62,EBIRD,NA,NA,NA,NA,0,,0,1,0,,Eric Horvath Nature Conservancy Tour,,NA,TRUE,0,
76,URN:CornellLabOfOrnithology:EBIRD:OBS203152823,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,1,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2008-03-16,7:00:00,obsr160903,S14550898,Area,P23,EBIRD,720,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
77,URN:CornellLabOfOrnithology:EBIRD:OBS203153019,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,1,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2008-04-12,6:30:00,obsr160903,S14550916,Area,P23,EBIRD,780,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
78,URN:CornellLabOfOrnithology:EBIRD:OBS203152168,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,1,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2008-04-25,6:30:00,obsr160903,S14550781,Area,P23,EBIRD,780,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
79,URN:CornellLabOfOrnithology:EBIRD:OBS203153148,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,1,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2008-05-06,6:00:00,obsr160903,S14550928,Area,P23,EBIRD,840,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
80,URN:CornellLabOfOrnithology:EBIRD:OBS203152233,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,1,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2008-05-20,6:00:00,obsr160903,S14550796,Area,P23,EBIRD,840,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
81,URN:CornellLabOfOrnithology:EBIRD:OBS203152266,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,1,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2008-05-28,6:00:00,obsr160903,S14550802,Area,P23,EBIRD,840,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
82,URN:CornellLabOfOrnithology:EBIRD:OBS203152314,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,1,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2008-06-16,6:00:00,obsr160903,S14550811,Area,P23,EBIRD,840,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
84,URN:CornellLabOfOrnithology:EBIRD:OBS203153285,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,1,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2008-07-08,6:00:00,obsr160903,S14550948,Area,P23,EBIRD,840,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
83,URN:CornellLabOfOrnithology:EBIRD:OBS203153288,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,1,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2008-07-09,6:00:00,obsr160903,S14550949,Area,P23,EBIRD,840,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
484,URN:CornellLabOfOrnithology:EBIRD:OBS338454119,13:27.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,1,,,,United States,US,California,US-CA,Santa Barbara,US-CA-083,US-CA_4698,32,,,Santa Barbara Island (SBA Co.),L109503,H,33.475842,-119.035716,2008-09-13,7:00:00,obsr302151,S24759725,Traveling,P22,EBIRD,660,8.047,NA,2,1,,0,1,1,,,,NA,TRUE,0,
92,URN:CornellLabOfOrnithology:EBIRD:OBS202934321,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,1,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2009-04-05,6:30:00,obsr160903,S14534081,Area,P23,EBIRD,780,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
87,URN:CornellLabOfOrnithology:EBIRD:OBS202934346,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,1,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2009-04-06,6:30:00,obsr160903,S14534082,Area,P23,EBIRD,780,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
88,URN:CornellLabOfOrnithology:EBIRD:OBS202936099,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,2,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2009-04-18,6:30:00,obsr160903,S14534156,Area,P23,EBIRD,780,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
89,URN:CornellLabOfOrnithology:EBIRD:OBS202936120,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,2,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2009-04-19,6:30:00,obsr160903,S14534157,Area,P23,EBIRD,780,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
91,URN:CornellLabOfOrnithology:EBIRD:OBS202934445,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,2,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2009-04-20,6:30:00,obsr160903,S14534089,Area,P23,EBIRD,780,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
90,URN:CornellLabOfOrnithology:EBIRD:OBS202936150,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,2,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2009-04-21,6:30:00,obsr160903,S14534158,Area,P23,EBIRD,780,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
93,URN:CornellLabOfOrnithology:EBIRD:OBS202936183,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,1,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2009-04-22,6:30:00,obsr160903,S14534159,Area,P23,EBIRD,780,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
85,URN:CornellLabOfOrnithology:EBIRD:OBS202936211,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,2,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2009-04-23,6:30:00,obsr160903,S14534160,Area,P23,EBIRD,780,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
86,URN:CornellLabOfOrnithology:EBIRD:OBS202934490,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,1,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2009-04-26,6:30:00,obsr160903,S14534091,Area,P23,EBIRD,780,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
98,URN:CornellLabOfOrnithology:EBIRD:OBS202933413,59:21.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,1,,,,United States,US,California,US-CA,San Francisco,US-CA-075,US-CA_4741,NA,USFWS_513,,Southeast Farallon Island - restricted access,L329116,H,37.69852,-123.002789,2009-05-07,6:00:00,obsr160903,S14533986,Area,P23,EBIRD,840,NA,38.4451,4,1,,0,1,0,,,,NA,TRUE,0,
